asset_id,district,feeder_type,customer_mix,asset_age_years,capacity_kva,avg_load_pct_90d,max_load_pct_90d,outage_count_12m,inspection_score,oil_temperature_c,critical_customers_nearby,maintenance_cost_estimate,failure_next_90d
TR00712,Khlong Toei,Mixed,Mixed,10,1500,84,95,2,84,73,3,141309,0
TR00713,Bang Kapi,Mixed,Industrial,13,1000,76,112,4,71,75,1,142894,0
TR00714,Din Daeng,Underground,Residential,8,1500,63,90,2,64,79,2,86422,0
TR00715,Thon Buri,Mixed,Residential,26,1500,72,100,4,37,87,0,118280,1
TR00716,Thon Buri,Underground,Industrial,7,1000,61,60,0,77,65,9,81307,0
TR00717,Din Daeng,Underground,Government,7,250,38,46,2,61,62,6,70533,0
TR00718,Khlong Toei,Overhead,Government,16,500,73,106,1,67,75,5,103418,0
TR00719,Phaya Thai,Underground,Commercial,2,1500,55,65,1,65,73,0,76846,0
TR00720,Thon Buri,Mixed,Commercial,14,750,68,77,1,60,84,0,91509,1
TR00721,Bang Khen,Mixed,Government,11,2000,75,81,2,60,70,7,118321,0
TR00722,Bang Kho Laem,Overhead,Residential,6,1500,78,84,0,69,82,1,95259,0
TR00723,Bang Kapi,Mixed,Commercial,6,500,65,74,1,76,71,10,82251,0
TR00724,Phaya Thai,Overhead,Industrial,1,750,68,75,0,90,80,6,66329,0
TR00725,Thon Buri,Overhead,Industrial,3,1000,41,54,1,92,68,4,58250,0
TR00726,Bang Kho Laem,Underground,Industrial,13,750,57,61,2,75,73,5,116532,0
TR00727,Din Daeng,Mixed,Government,8,1500,66,79,0,70,77,5,124220,0
TR00728,Bang Kho Laem,Underground,Residential,21,250,53,80,2,49,76,2,123115,0
TR00729,Thon Buri,Overhead,Mixed,9,250,49,45,0,82,64,12,101231,0
TR00730,Bang Kho Laem,Overhead,Commercial,9,500,52,59,2,52,76,0,72926,0
TR00731,Bang Kho Laem,Underground,Mixed,14,1500,82,110,4,70,73,0,127536,0
TR00732,Bang Kho Laem,Overhead,Government,10,1000,63,63,1,78,76,9,110037,0
TR00733,Lat Phrao,Underground,Residential,2,500,42,55,0,84,77,4,75193,0
TR00734,Din Daeng,Mixed,Residential,18,250,66,81,2,45,75,8,114122,1
TR00735,Thon Buri,Mixed,Mixed,13,500,62,89,1,62,62,1,119935,0
TR00736,Phaya Thai,Overhead,Industrial,1,1000,84,86,0,80,69,8,94809,0
TR00737,Thon Buri,Mixed,Commercial,12,250,98,122,2,67,75,6,133141,0
TR00738,Phaya Thai,Mixed,Government,12,1500,67,87,2,53,85,6,99995,0
TR00739,Lat Phrao,Mixed,Commercial,10,250,44,57,2,67,71,6,60305,0
TR00740,Lat Phrao,Mixed,Mixed,10,1500,58,71,2,53,70,7,88089,0
TR00741,Bang Khen,Underground,Industrial,18,2000,78,94,2,40,77,3,167147,0
TR00742,Bang Kho Laem,Underground,Mixed,5,500,102,125,1,75,68,10,136532,0
TR00743,Thon Buri,Underground,Mixed,13,500,82,89,0,76,75,1,128989,0
TR00744,Thon Buri,Overhead,Government,9,750,75,98,0,75,81,8,101227,1
TR00745,Phaya Thai,Underground,Residential,29,250,63,85,1,53,74,3,146710,0
TR00746,Bang Kapi,Overhead,Government,14,2000,47,82,1,73,73,5,129004,0
TR00747,Khlong Toei,Underground,Residential,11,250,47,57,3,54,79,1,83231,0
TR00748,Lat Phrao,Mixed,Industrial,20,1500,82,109,4,57,75,3,160908,0
TR00749,Thon Buri,Underground,Government,2,2000,79,98,2,76,77,3,140611,0
TR00750,Din Daeng,Underground,Industrial,6,250,67,93,2,72,79,9,70040,0
TR00751,Phaya Thai,Mixed,Residential,1,1000,83,93,1,77,65,3,98034,0
TR00752,Thon Buri,Underground,Residential,11,1500,63,80,1,61,77,3,117690,0
TR00753,Khlong Toei,Mixed,Mixed,8,500,55,73,2,62,75,0,132255,0
TR00754,Bang Khen,Mixed,Commercial,15,250,68,86,0,60,71,1,113879,0
TR00755,Thon Buri,Overhead,Industrial,7,2000,92,122,2,46,75,1,162273,0
TR00756,Khlong Toei,Underground,Residential,2,250,63,73,2,74,77,5,98324,0
TR00757,Din Daeng,Overhead,Commercial,4,1000,71,89,3,65,76,4,103995,0
TR00758,Khlong Toei,Mixed,Mixed,1,250,91,110,2,73,71,1,144412,0
TR00759,Lat Phrao,Underground,Mixed,5,2000,61,72,3,74,66,1,62609,0
TR00760,Phaya Thai,Overhead,Commercial,4,500,65,102,4,80,77,7,119808,0
TR00761,Khlong Toei,Mixed,Mixed,22,250,69,93,1,84,75,0,121682,0
TR00762,Din Daeng,Underground,Residential,10,500,84,103,1,69,80,1,95860,0
TR00763,Din Daeng,Overhead,Residential,5,2000,57,74,2,44,77,7,88736,0
TR00764,Bang Kho Laem,Mixed,Industrial,20,1000,89,125,3,45,74,7,141437,1
TR00765,Thon Buri,Underground,Residential,2,1500,39,65,0,93,74,0,91008,0
TR00766,Bang Kho Laem,Mixed,Government,1,1000,87,95,1,75,75,2,113369,0
TR00767,Thon Buri,Underground,Commercial,1,1000,50,67,3,73,58,1,74403,1
TR00768,Khlong Toei,Mixed,Commercial,1,250,69,98,4,66,80,4,74345,0
TR00769,Lat Phrao,Mixed,Government,11,2000,74,110,2,67,80,8,135131,0
TR00770,Din Daeng,Mixed,Residential,17,500,59,69,2,67,71,2,101739,0
TR00771,Bang Khen,Overhead,Commercial,11,1000,89,95,2,77,77,0,104430,0
TR00772,Lat Phrao,Overhead,Residential,13,2000,46,58,0,71,73,6,95783,0
TR00773,Phaya Thai,Overhead,Residential,20,500,92,104,2,77,89,6,115191,0
TR00774,Lat Phrao,Mixed,Mixed,17,1000,83,86,1,65,82,7,120800,0
TR00775,Khlong Toei,Mixed,Commercial,5,750,59,86,0,90,58,3,108152,0
TR00776,Bang Kapi,Underground,Residential,13,1500,49,90,2,69,66,0,127576,0
TR00777,Thon Buri,Overhead,Residential,6,750,70,95,1,65,86,4,124489,0
TR00778,Phaya Thai,Overhead,Commercial,9,250,75,86,3,61,80,7,115446,0
TR00779,Lat Phrao,Underground,Residential,4,1500,70,88,0,67,85,8,89053,0
TR00780,Bang Kho Laem,Underground,Mixed,29,2000,74,82,0,50,85,4,142640,1
TR00781,Bang Kapi,Underground,Mixed,1,1500,64,84,1,87,87,0,134789,0
TR00782,Bang Khen,Underground,Government,13,1500,67,105,4,60,78,7,149559,1
TR00783,Bang Kapi,Overhead,Government,4,1000,73,87,2,72,66,0,95466,0
TR00784,Bang Kho Laem,Underground,Government,12,750,62,67,1,76,78,0,118899,0
TR00785,Phaya Thai,Underground,Government,21,250,92,114,3,58,81,3,149947,0
TR00786,Phaya Thai,Mixed,Government,7,2000,48,46,1,74,80,8,104816,0
TR00787,Bang Kapi,Mixed,Government,6,750,57,75,0,76,85,10,57271,0
TR00788,Lat Phrao,Overhead,Commercial,14,1500,71,103,4,51,83,9,108120,0
TR00789,Din Daeng,Underground,Residential,8,250,76,95,0,99,85,4,132663,0
TR00790,Din Daeng,Mixed,Mixed,16,1500,65,89,2,63,80,9,136196,1
TR00791,Thon Buri,Overhead,Mixed,1,500,89,117,2,85,73,6,111360,0
TR00792,Khlong Toei,Underground,Government,15,1500,90,116,4,62,94,0,157542,1
TR00793,Thon Buri,Overhead,Government,14,2000,77,102,3,72,67,2,110014,0
TR00794,Bang Khen,Mixed,Commercial,5,1000,47,82,0,84,75,4,73951,0
TR00795,Bang Kho Laem,Underground,Residential,19,2000,68,90,2,66,80,2,144169,0
TR00796,Khlong Toei,Underground,Mixed,11,500,62,77,1,71,72,5,99926,0
TR00797,Bang Kho Laem,Underground,Residential,20,2000,68,99,0,43,74,1,125238,0
TR00798,Thon Buri,Mixed,Commercial,17,250,70,100,4,64,64,8,123124,1
TR00799,Bang Kho Laem,Underground,Government,8,500,47,68,2,53,74,6,101737,0
TR00800,Bang Khen,Mixed,Commercial,1,1000,63,86,2,92,73,4,119628,0
TR00801,Bang Kapi,Underground,Government,21,1000,69,89,1,47,76,4,180000,0
TR00802,Din Daeng,Mixed,Industrial,25,250,97,97,3,70,86,0,119281,1
TR00803,Bang Kapi,Mixed,Commercial,15,250,75,77,2,60,74,0,121749,0
TR00804,Phaya Thai,Mixed,Mixed,14,1000,67,85,0,70,72,3,122109,0
TR00805,Lat Phrao,Mixed,Mixed,26,500,51,63,3,56,79,8,170173,0
TR00806,Phaya Thai,Underground,Government,8,1000,66,84,3,70,79,9,93857,0
TR00807,Din Daeng,Underground,Government,27,500,86,92,2,49,75,8,169181,0
TR00808,Bang Kho Laem,Overhead,Government,22,2000,68,97,4,42,65,2,129410,0
TR00809,Thon Buri,Overhead,Residential,30,250,84,112,5,38,89,9,163098,1
TR00810,Bang Khen,Underground,Commercial,16,2000,53,79,1,79,71,2,123054,0
TR00811,Bang Kapi,Underground,Industrial,2,1500,71,95,3,69,76,4,98437,0
TR00812,Lat Phrao,Mixed,Industrial,14,250,65,86,0,70,68,5,132983,0
TR00813,Bang Kho Laem,Mixed,Government,23,1500,67,95,2,53,72,7,147280,0
TR00814,Phaya Thai,Underground,Industrial,26,750,118,138,5,40,87,1,180000,1
TR00815,Khlong Toei,Underground,Commercial,19,250,79,106,2,57,82,0,143353,1
TR00816,Bang Kho Laem,Mixed,Mixed,9,250,78,92,2,66,72,7,128080,0
TR00817,Bang Kho Laem,Underground,Industrial,5,2000,69,80,0,100,70,7,98294,0
TR00818,Phaya Thai,Overhead,Government,12,1000,77,83,2,73,84,4,134607,0
TR00819,Phaya Thai,Mixed,Industrial,2,750,50,61,0,63,69,2,90221,0
TR00820,Din Daeng,Mixed,Residential,12,1500,91,96,2,55,84,2,142203,1
TR00821,Bang Khen,Overhead,Industrial,17,750,71,92,2,67,68,7,137450,0
TR00822,Din Daeng,Mixed,Mixed,10,750,86,99,2,56,78,0,130292,0
TR00823,Bang Kho Laem,Underground,Commercial,22,1500,61,75,4,31,68,7,122224,1
TR00824,Thon Buri,Underground,Mixed,23,1000,96,114,4,41,79,3,144288,0
TR00825,Bang Khen,Overhead,Industrial,7,1000,82,112,4,70,80,0,130963,0
TR00826,Thon Buri,Mixed,Mixed,19,250,53,58,2,48,79,0,123700,0
TR00827,Din Daeng,Underground,Residential,22,2000,83,105,4,49,82,5,154687,1
TR00828,Din Daeng,Overhead,Industrial,3,1500,74,86,2,65,84,14,115163,0
TR00829,Phaya Thai,Overhead,Government,19,250,62,98,1,51,78,5,112429,0
TR00830,Thon Buri,Overhead,Commercial,5,500,63,83,1,78,67,7,99245,0
TR00831,Thon Buri,Overhead,Residential,17,1500,74,100,1,60,82,5,151389,1
TR00832,Din Daeng,Underground,Residential,11,750,72,89,3,71,75,1,124080,0
TR00833,Bang Kapi,Overhead,Industrial,15,1000,73,114,4,63,84,6,109233,0
TR00834,Bang Khen,Overhead,Commercial,9,1500,75,92,2,78,82,5,128080,1
TR00835,Lat Phrao,Mixed,Government,29,2000,92,116,4,38,93,9,138164,1
TR00836,Bang Khen,Overhead,Residential,16,500,59,98,1,77,81,0,127761,0
TR00837,Thon Buri,Mixed,Commercial,4,750,47,72,0,88,77,3,97435,0
TR00838,Lat Phrao,Mixed,Industrial,19,750,102,107,3,42,80,10,144842,0
TR00839,Bang Kapi,Underground,Residential,5,1000,58,105,6,64,69,4,102743,1
TR00840,Thon Buri,Overhead,Residential,1,1000,45,44,1,83,78,4,81183,0
TR00841,Khlong Toei,Overhead,Mixed,8,750,64,70,1,80,69,6,105158,0
TR00842,Thon Buri,Mixed,Mixed,20,2000,64,82,2,56,81,3,105163,0
TR00843,Din Daeng,Mixed,Government,10,750,91,124,2,81,73,2,143435,0
TR00844,Thon Buri,Overhead,Commercial,11,1000,44,60,3,46,69,4,122081,1
TR00845,Lat Phrao,Overhead,Government,15,1500,87,114,4,68,80,0,148104,0
TR00846,Khlong Toei,Mixed,Residential,7,1500,82,104,4,53,84,16,115100,0
TR00847,Thon Buri,Underground,Mixed,5,2000,73,92,2,63,77,5,109667,0
TR00848,Bang Khen,Underground,Government,18,2000,82,106,0,77,77,0,163992,1
TR00849,Phaya Thai,Mixed,Residential,22,1000,69,84,0,47,82,3,122770,0
TR00850,Bang Kho Laem,Underground,Industrial,21,750,88,97,5,46,72,9,118035,0
TR00851,Bang Khen,Underground,Government,5,750,50,76,1,71,78,11,91527,0
TR00852,Bang Kapi,Underground,Residential,7,250,54,84,1,86,58,1,89345,0
TR00853,Din Daeng,Underground,Government,17,500,77,102,4,47,79,0,114928,1
TR00854,Bang Kho Laem,Mixed,Industrial,9,500,81,115,2,59,70,8,108853,0
TR00855,Phaya Thai,Mixed,Industrial,2,250,52,59,2,83,66,15,72005,0
TR00856,Lat Phrao,Overhead,Industrial,13,250,92,104,1,79,87,11,101588,0
TR00857,Phaya Thai,Underground,Mixed,10,250,61,72,0,72,74,0,84561,0
TR00858,Lat Phrao,Mixed,Residential,17,1500,61,86,1,58,72,4,96944,0
TR00859,Din Daeng,Underground,Residential,6,250,80,110,2,60,83,4,90262,0
TR00860,Lat Phrao,Overhead,Government,6,1000,52,65,1,77,84,7,75577,0
TR00861,Thon Buri,Overhead,Residential,15,250,90,110,2,61,80,1,129685,0
TR00862,Bang Kho Laem,Overhead,Industrial,6,1500,68,99,3,66,81,3,98439,0
TR00863,Khlong Toei,Overhead,Mixed,10,250,70,75,0,74,78,2,104252,0
TR00864,Bang Kapi,Underground,Commercial,15,500,72,87,2,67,77,7,120583,0
TR00865,Bang Khen,Underground,Industrial,14,1500,54,74,1,82,63,1,107277,0
TR00866,Din Daeng,Underground,Government,20,750,61,104,6,42,79,3,159281,1
TR00867,Din Daeng,Mixed,Mixed,23,750,96,126,3,47,71,3,137556,1
TR00868,Lat Phrao,Overhead,Mixed,12,250,66,86,1,67,68,9,107782,0
TR00869,Din Daeng,Mixed,Government,19,500,59,63,2,62,61,0,118113,0
TR00870,Khlong Toei,Mixed,Government,1,750,66,71,0,83,71,1,84401,0
TR00871,Bang Kapi,Mixed,Industrial,6,250,53,68,1,59,60,0,73452,0
TR00872,Bang Khen,Underground,Government,2,500,77,102,2,69,79,2,98192,0
TR00873,Bang Kapi,Mixed,Mixed,23,1000,79,90,3,40,70,3,144888,0
TR00874,Thon Buri,Overhead,Industrial,5,500,61,65,5,64,79,0,88274,0
TR00875,Bang Kapi,Underground,Industrial,7,500,77,99,1,83,69,5,115485,0
TR00876,Khlong Toei,Underground,Residential,19,2000,98,101,3,51,76,6,148307,0
TR00877,Thon Buri,Overhead,Industrial,2,1000,58,75,3,79,70,0,96772,0
TR00878,Bang Kho Laem,Mixed,Mixed,19,1000,51,61,2,50,71,3,117038,0
TR00879,Khlong Toei,Mixed,Mixed,7,250,74,95,1,59,82,1,64099,0
TR00880,Din Daeng,Underground,Industrial,11,500,42,55,1,65,64,4,107513,0
TR00881,Bang Kapi,Mixed,Industrial,11,1000,76,98,4,47,87,10,115939,0
TR00882,Din Daeng,Underground,Mixed,10,2000,76,91,1,75,77,0,120196,0
TR00883,Thon Buri,Underground,Industrial,9,2000,62,81,2,54,77,5,75731,0
TR00884,Khlong Toei,Mixed,Mixed,21,2000,55,57,1,53,84,1,133195,0
TR00885,Bang Kapi,Underground,Industrial,7,750,75,94,0,68,72,2,122698,0
TR00886,Phaya Thai,Mixed,Residential,5,1000,63,72,0,77,66,5,86843,0
TR00887,Thon Buri,Underground,Industrial,15,500,49,61,1,72,74,2,79022,0
TR00888,Din Daeng,Overhead,Government,14,750,56,60,3,57,80,2,104294,0
TR00889,Din Daeng,Underground,Government,15,250,104,122,2,82,92,3,120585,0
TR00890,Bang Khen,Overhead,Commercial,26,750,101,121,3,58,87,9,107060,1
TR00891,Thon Buri,Mixed,Mixed,13,500,64,99,4,73,79,3,106675,0
TR00892,Din Daeng,Overhead,Mixed,3,500,43,53,0,75,65,1,101419,0
TR00893,Bang Khen,Overhead,Mixed,14,2000,89,108,1,92,76,3,119816,0
TR00894,Bang Kho Laem,Mixed,Commercial,13,500,62,76,3,61,95,2,141542,0
TR00895,Lat Phrao,Underground,Residential,6,750,49,63,1,51,74,3,119882,0
TR00896,Bang Kho Laem,Mixed,Government,7,250,79,108,1,64,78,4,105445,0
TR00897,Lat Phrao,Mixed,Commercial,10,2000,91,98,1,78,70,0,146539,0
TR00898,Thon Buri,Overhead,Industrial,15,2000,56,81,1,69,57,0,109741,0
TR00899,Phaya Thai,Mixed,Mixed,7,500,35,39,1,76,68,4,97215,0
TR00900,Lat Phrao,Underground,Industrial,7,750,59,73,1,67,79,0,65712,0
TR00901,Thon Buri,Overhead,Government,5,500,88,106,1,85,81,3,66239,0
TR00902,Bang Khen,Underground,Residential,11,1500,75,95,1,68,73,7,121833,0
TR00903,Lat Phrao,Mixed,Commercial,18,500,63,65,1,78,78,0,84991,0
TR00904,Bang Kho Laem,Mixed,Residential,8,1000,89,111,2,72,77,0,94034,0
TR00905,Lat Phrao,Overhead,Commercial,14,750,48,71,0,67,69,0,119896,0
TR00906,Bang Kho Laem,Mixed,Commercial,8,500,70,88,0,68,78,3,80613,0
TR00907,Din Daeng,Overhead,Commercial,7,1000,61,83,0,81,69,3,103966,0
TR00908,Bang Kapi,Underground,Mixed,4,2000,59,77,1,91,71,3,92281,0
TR00909,Khlong Toei,Underground,Commercial,31,250,94,109,5,45,80,6,119452,1
TR00910,Lat Phrao,Overhead,Mixed,26,1500,95,101,2,44,88,6,136671,1
TR00911,Bang Kho Laem,Overhead,Industrial,10,1500,70,116,4,55,86,0,148407,1
TR00912,Phaya Thai,Mixed,Industrial,24,1500,55,75,1,56,82,1,145648,0
TR00913,Din Daeng,Underground,Mixed,23,750,85,128,4,55,80,3,153138,1
TR00914,Phaya Thai,Underground,Commercial,13,250,89,116,5,51,76,6,136881,1
TR00915,Bang Kho Laem,Mixed,Commercial,17,1000,64,90,0,60,74,0,122065,0
TR00916,Lat Phrao,Mixed,Commercial,18,1500,91,111,6,50,82,6,127883,1
TR00917,Thon Buri,Overhead,Commercial,9,250,84,96,2,69,88,2,116964,1
TR00918,Bang Khen,Mixed,Government,15,250,76,86,0,75,88,0,96135,0
TR00919,Bang Kho Laem,Overhead,Residential,10,750,49,58,0,75,74,4,83400,0
TR00920,Din Daeng,Overhead,Government,2,750,71,87,2,72,60,12,92787,0
TR00921,Bang Khen,Overhead,Industrial,15,250,63,52,0,72,76,0,108557,0
TR00922,Bang Khen,Mixed,Mixed,1,1500,51,64,2,63,72,8,86424,0
TR00923,Bang Khen,Overhead,Mixed,21,250,77,88,1,56,82,1,174868,0
TR00924,Thon Buri,Mixed,Residential,12,250,64,60,1,81,75,1,105454,0
TR00925,Lat Phrao,Mixed,Government,10,1000,57,64,0,68,73,7,86845,0
TR00926,Bang Kho Laem,Mixed,Residential,3,500,85,111,4,73,73,10,121723,0
TR00927,Din Daeng,Mixed,Government,17,2000,83,109,4,45,73,4,122905,0
TR00928,Lat Phrao,Underground,Commercial,10,500,67,80,0,60,68,14,75284,0
TR00929,Lat Phrao,Overhead,Industrial,13,500,58,65,2,86,75,8,94863,0
TR00930,Phaya Thai,Underground,Mixed,22,500,67,98,3,60,72,5,141986,0
TR00931,Phaya Thai,Overhead,Government,16,500,69,87,1,59,72,5,88112,0
TR00932,Thon Buri,Mixed,Industrial,14,750,43,72,2,77,77,12,98569,0
TR00933,Bang Kapi,Underground,Industrial,9,500,47,63,3,57,74,9,61529,0
TR00934,Bang Khen,Mixed,Residential,8,750,67,81,1,85,76,4,97710,0
TR00935,Bang Kapi,Underground,Industrial,10,250,63,88,0,75,78,5,115522,0
TR00936,Bang Khen,Underground,Residential,10,2000,96,117,4,51,86,3,127087,1
TR00937,Bang Kapi,Overhead,Government,17,750,90,104,5,28,80,4,101914,0
TR00938,Lat Phrao,Mixed,Commercial,20,750,61,60,1,69,74,11,136150,0
TR00939,Bang Kho Laem,Overhead,Residential,9,1500,59,86,1,66,82,0,89045,0
TR00940,Bang Kho Laem,Underground,Residential,4,1500,90,115,2,75,73,2,87709,0
TR00941,Thon Buri,Underground,Industrial,18,2000,39,55,0,73,70,1,115627,0
TR00942,Thon Buri,Overhead,Residential,1,2000,63,98,0,74,84,2,93359,0
TR00943,Din Daeng,Mixed,Industrial,28,750,72,79,3,44,69,8,105006,0
TR00944,Khlong Toei,Overhead,Industrial,27,2000,49,64,5,43,73,3,122899,0
TR00945,Bang Khen,Overhead,Government,16,250,74,69,2,56,95,3,97895,0
TR00946,Bang Kapi,Underground,Commercial,10,1500,82,99,4,54,67,0,117550,0
TR00947,Bang Kapi,Mixed,Mixed,18,750,49,83,2,60,69,3,147629,0
TR00948,Khlong Toei,Underground,Industrial,6,2000,48,63,3,52,71,5,62750,0
TR00949,Din Daeng,Overhead,Mixed,22,1500,71,76,1,67,77,3,109963,0
TR00950,Phaya Thai,Mixed,Mixed,16,1000,58,78,1,48,76,2,125030,0
