complaint_id,created_date,district,channel,customer_type,complaint_text,outage_minutes_recent,priority,category,target_team
CP00383,2025-06-17,Thon Buri,Field Office,Mixed,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00384,2025-04-25,Khlong Toei,Website,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Billing,Billing Service
CP00385,2025-05-15,Bang Khen,Call Center,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,13,High,Safety,Emergency Safety
CP00386,2025-06-20,Thon Buri,Field Office,Residential,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00387,2025-06-07,Bang Kapi,Website,Mixed,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,High,Safety,Emergency Safety
CP00388,2025-04-09,Din Daeng,Mobile App,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Medium,Meter,Meter Service
CP00389,2025-04-01,Thon Buri,Call Center,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,51,High,Outage,Field Operation
CP00390,2025-04-01,Bang Kapi,Website,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,Medium,Billing,Billing Service
CP00391,2025-05-10,Bang Kho Laem,Mobile App,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,Medium,Meter,Meter Service
CP00392,2025-04-27,Bang Khen,Mobile App,Residential,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00393,2025-05-20,Phaya Thai,Line OA,Industrial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,4,High,Billing,Billing Service
CP00394,2025-04-26,Din Daeng,Mobile App,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00395,2025-05-08,Phaya Thai,Call Center,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,Medium,Voltage,Power Quality
CP00396,2025-05-21,Lat Phrao,Mobile App,Commercial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,184,High,Outage,Field Operation
CP00397,2025-04-29,Bang Kho Laem,Line OA,Residential,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00398,2025-04-11,Din Daeng,Call Center,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,13,Medium,Voltage,Power Quality
CP00399,2025-04-05,Bang Kapi,Line OA,Mixed,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,121,High,Outage,Field Operation
CP00400,2025-04-06,Bang Kapi,Mobile App,Industrial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Outage,Field Operation
CP00401,2025-06-25,Thon Buri,Website,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,1,Medium,Meter,Meter Service
CP00402,2025-06-08,Din Daeng,Website,Commercial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,129,High,Outage,Field Operation
CP00403,2025-06-11,Bang Kho Laem,Field Office,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Voltage,Power Quality
CP00404,2025-04-05,Khlong Toei,Field Office,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,5,Low,Billing,Billing Service
CP00405,2025-06-24,Bang Kho Laem,Line OA,Government,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,48,High,Safety,Emergency Safety
CP00406,2025-05-15,Phaya Thai,Website,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,97,High,Outage,Field Operation
CP00407,2025-04-15,Bang Kapi,Call Center,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,6,Medium,Voltage,Power Quality
CP00408,2025-05-02,Bang Kapi,Website,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,17,Medium,Voltage,Power Quality
CP00409,2025-05-06,Khlong Toei,Website,Residential,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,31,High,Safety,Emergency Safety
CP00410,2025-05-10,Khlong Toei,Line OA,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,High,Meter,Meter Service
CP00411,2025-05-02,Bang Kho Laem,Website,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,95,Medium,Outage,Field Operation
CP00412,2025-04-15,Khlong Toei,Field Office,Residential,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,6,Low,Voltage,Power Quality
CP00413,2025-06-23,Bang Kapi,Line OA,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,108,Medium,Outage,Field Operation
CP00414,2025-06-18,Bang Kapi,Call Center,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,Low,Voltage,Power Quality
CP00415,2025-06-29,Bang Kho Laem,Call Center,Industrial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,40,High,Outage,Field Operation
CP00416,2025-05-15,Din Daeng,Call Center,Government,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,High,Safety,Emergency Safety
CP00417,2025-06-09,Bang Khen,Mobile App,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,High,Billing,Billing Service
CP00418,2025-04-15,Bang Kapi,Line OA,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,199,Medium,Outage,Field Operation
CP00419,2025-06-26,Thon Buri,Call Center,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00420,2025-06-10,Bang Kho Laem,Field Office,Commercial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,High,Safety,Emergency Safety
CP00421,2025-06-17,Khlong Toei,Call Center,Government,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,14,High,Safety,Emergency Safety
CP00422,2025-05-21,Khlong Toei,Website,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00423,2025-05-06,Thon Buri,Mobile App,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,31,Medium,Billing,Billing Service
CP00424,2025-05-28,Bang Khen,Field Office,Industrial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,High,Voltage,Power Quality
CP00425,2025-05-20,Bang Kho Laem,Field Office,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,90,Medium,Outage,Field Operation
CP00426,2025-05-17,Bang Khen,Call Center,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,35,Medium,Billing,Billing Service
CP00427,2025-06-14,Bang Khen,Website,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,High,Safety,Emergency Safety
CP00428,2025-05-13,Bang Khen,Mobile App,Government,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00429,2025-05-24,Bang Kapi,Call Center,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,High,Safety,Emergency Safety
CP00430,2025-05-22,Khlong Toei,Website,Commercial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,90,Medium,Outage,Field Operation
CP00431,2025-04-15,Din Daeng,Call Center,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Meter,Meter Service
CP00432,2025-04-25,Bang Kapi,Website,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,163,Medium,Outage,Field Operation
CP00433,2025-06-28,Din Daeng,Field Office,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,73,High,Outage,Field Operation
CP00434,2025-06-02,Bang Kho Laem,Field Office,Government,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,37,Medium,Voltage,Power Quality
CP00435,2025-05-29,Bang Khen,Line OA,Residential,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,Medium,Meter,Meter Service
CP00436,2025-06-06,Thon Buri,Website,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,High,Voltage,Power Quality
CP00437,2025-04-12,Bang Kho Laem,Mobile App,Government,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,40,Medium,Outage,Field Operation
CP00438,2025-05-21,Khlong Toei,Call Center,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,5,High,Safety,Emergency Safety
CP00439,2025-05-04,Bang Kapi,Website,Residential,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00440,2025-04-11,Thon Buri,Field Office,Government,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00441,2025-05-26,Din Daeng,Line OA,Residential,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00442,2025-06-25,Thon Buri,Website,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,11,Medium,Voltage,Power Quality
CP00443,2025-06-07,Bang Kho Laem,Line OA,Residential,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,High,Safety,Emergency Safety
CP00444,2025-06-29,Bang Kapi,Website,Residential,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,11,High,Safety,Emergency Safety
CP00445,2025-05-16,Thon Buri,Call Center,Commercial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00446,2025-04-29,Din Daeng,Mobile App,Residential,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,High,Meter,Meter Service
CP00447,2025-06-02,Khlong Toei,Line OA,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00448,2025-04-30,Bang Kho Laem,Call Center,Residential,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,55,Medium,Voltage,Power Quality
CP00449,2025-05-24,Thon Buri,Call Center,Industrial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,High,Voltage,Power Quality
CP00450,2025-05-12,Lat Phrao,Website,Residential,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Voltage,Power Quality
CP00451,2025-06-17,Bang Kapi,Line OA,Mixed,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,15,Low,Meter,Meter Service
CP00452,2025-06-23,Din Daeng,Call Center,Industrial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,High,Voltage,Power Quality
CP00453,2025-05-31,Lat Phrao,Website,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Medium,Billing,Billing Service
CP00454,2025-04-14,Lat Phrao,Call Center,Industrial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,29,Low,Billing,Billing Service
CP00455,2025-05-15,Din Daeng,Website,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,28,Medium,Billing,Billing Service
CP00456,2025-05-19,Bang Khen,Line OA,Mixed,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00457,2025-04-29,Bang Khen,Mobile App,Commercial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,34,High,Safety,Emergency Safety
CP00458,2025-05-31,Lat Phrao,Call Center,Commercial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,13,Low,Billing,Billing Service
CP00459,2025-05-17,Bang Kho Laem,Field Office,Government,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Low,Voltage,Power Quality
CP00460,2025-05-17,Bang Kho Laem,Call Center,Commercial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,53,Medium,Meter,Meter Service
CP00461,2025-06-13,Din Daeng,Website,Residential,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,30,Medium,Meter,Meter Service
CP00462,2025-04-09,Thon Buri,Website,Government,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,11,Low,Voltage,Power Quality
CP00463,2025-05-23,Lat Phrao,Line OA,Mixed,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,Medium,Voltage,Power Quality
CP00464,2025-04-18,Bang Khen,Website,Mixed,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,134,Medium,Outage,Field Operation
CP00465,2025-06-06,Thon Buri,Call Center,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,1,High,Safety,Emergency Safety
CP00466,2025-04-12,Bang Kapi,Website,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,93,High,Outage,Field Operation
CP00467,2025-06-11,Phaya Thai,Website,Industrial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,36,Low,Billing,Billing Service
CP00468,2025-05-04,Din Daeng,Call Center,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Voltage,Power Quality
CP00469,2025-06-20,Bang Kapi,Call Center,Residential,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,Medium,Meter,Meter Service
CP00470,2025-06-18,Bang Khen,Field Office,Residential,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,123,Medium,Outage,Field Operation
CP00471,2025-04-14,Khlong Toei,Field Office,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,50,Medium,Billing,Billing Service
CP00472,2025-04-12,Bang Kapi,Mobile App,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,90,Low,Outage,Field Operation
CP00473,2025-06-20,Khlong Toei,Field Office,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,30,Medium,Billing,Billing Service
CP00474,2025-06-13,Bang Kho Laem,Line OA,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,5,High,Meter,Meter Service
CP00475,2025-05-10,Bang Khen,Field Office,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,Medium,Outage,Field Operation
CP00476,2025-06-11,Din Daeng,Field Office,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,Medium,Billing,Billing Service
CP00477,2025-05-18,Bang Kho Laem,Line OA,Government,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,42,High,Safety,Emergency Safety
CP00478,2025-05-09,Bang Kho Laem,Mobile App,Commercial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,7,Medium,Voltage,Power Quality
CP00479,2025-05-05,Bang Kapi,Call Center,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,4,Low,Billing,Billing Service
CP00480,2025-06-23,Bang Kapi,Mobile App,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Meter,Meter Service
CP00481,2025-04-02,Thon Buri,Field Office,Government,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Voltage,Power Quality
CP00482,2025-05-13,Bang Khen,Call Center,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,54,Medium,Outage,Field Operation
CP00483,2025-04-28,Bang Kho Laem,Field Office,Government,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,High,Safety,Emergency Safety
CP00484,2025-04-20,Bang Kho Laem,Line OA,Industrial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,36,Medium,Billing,Billing Service
CP00485,2025-05-13,Bang Khen,Line OA,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Meter,Meter Service
CP00486,2025-05-25,Bang Kapi,Call Center,Government,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,Low,Voltage,Power Quality
CP00487,2025-04-20,Bang Kapi,Field Office,Mixed,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,78,High,Outage,Field Operation
CP00488,2025-04-02,Thon Buri,Line OA,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,53,Low,Voltage,Power Quality
CP00489,2025-06-18,Bang Kho Laem,Field Office,Industrial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,27,Medium,Voltage,Power Quality
CP00490,2025-06-07,Bang Kapi,Call Center,Commercial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00491,2025-04-18,Lat Phrao,Field Office,Mixed,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,85,Low,Outage,Field Operation
CP00492,2025-04-24,Khlong Toei,Line OA,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,25,High,Safety,Emergency Safety
CP00493,2025-05-04,Din Daeng,Call Center,Residential,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,6,High,Safety,Emergency Safety
CP00494,2025-04-26,Bang Kapi,Line OA,Commercial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,76,High,Outage,Field Operation
CP00495,2025-05-28,Bang Kho Laem,Line OA,Industrial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,34,High,Meter,Meter Service
CP00496,2025-05-04,Lat Phrao,Website,Commercial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00497,2025-04-02,Bang Kho Laem,Mobile App,Residential,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,High,Safety,Emergency Safety
CP00498,2025-04-23,Bang Kapi,Line OA,Commercial,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Low,Meter,Meter Service
CP00499,2025-05-05,Thon Buri,Website,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,90,Medium,Outage,Field Operation
CP00500,2025-06-10,Bang Kapi,Mobile App,Residential,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,45,Medium,Billing,Billing Service
CP00501,2025-06-02,Bang Kapi,Call Center,Commercial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Voltage,Power Quality
CP00502,2025-06-07,Bang Kho Laem,Call Center,Residential,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,Low,Voltage,Power Quality
CP00503,2025-05-23,Khlong Toei,Line OA,Commercial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,112,Medium,Outage,Field Operation
CP00504,2025-05-28,Khlong Toei,Mobile App,Government,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,4,High,Meter,Meter Service
CP00505,2025-04-16,Bang Kapi,Call Center,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Outage,Field Operation
CP00506,2025-05-21,Din Daeng,Call Center,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,18,High,Billing,Billing Service
CP00507,2025-06-05,Din Daeng,Website,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,13,Medium,Voltage,Power Quality
CP00508,2025-05-01,Din Daeng,Call Center,Government,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00509,2025-04-25,Thon Buri,Line OA,Mixed,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,89,High,Outage,Field Operation
CP00510,2025-06-14,Bang Kho Laem,Mobile App,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
