complaint_id,created_date,district,channel,customer_type,complaint_text,outage_minutes_recent,priority,category,target_team
CP00511,2025-04-04,Bang Kapi,Field Office,Government,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,2,Medium,Meter,Meter Service
CP00512,2025-06-05,Bang Khen,Line OA,Commercial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00513,2025-05-17,Lat Phrao,Website,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Medium,Voltage,Power Quality
CP00514,2025-05-01,Bang Khen,Field Office,Commercial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,17,High,Safety,Emergency Safety
CP00515,2025-04-11,Bang Khen,Call Center,Residential,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,26,High,Safety,Emergency Safety
CP00516,2025-04-09,Lat Phrao,Call Center,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,34,High,Voltage,Power Quality
CP00517,2025-05-25,Lat Phrao,Line OA,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,Medium,Outage,Field Operation
CP00518,2025-05-09,Thon Buri,Field Office,Residential,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,46,Medium,Meter,Meter Service
CP00519,2025-05-11,Thon Buri,Line OA,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,Medium,Billing,Billing Service
CP00520,2025-04-05,Phaya Thai,Line OA,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00521,2025-05-25,Bang Khen,Website,Commercial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,31,High,Safety,Emergency Safety
CP00522,2025-05-21,Khlong Toei,Website,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,86,High,Outage,Field Operation
CP00523,2025-06-16,Bang Kapi,Website,Commercial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,119,High,Outage,Field Operation
CP00524,2025-05-19,Lat Phrao,Website,Residential,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,4,High,Billing,Billing Service
CP00525,2025-04-01,Bang Kho Laem,Website,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,High,Safety,Emergency Safety
CP00526,2025-06-07,Bang Khen,Website,Government,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,34,Medium,Meter,Meter Service
CP00527,2025-05-30,Bang Kho Laem,Line OA,Government,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,41,High,Safety,Emergency Safety
CP00528,2025-06-28,Lat Phrao,Website,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00529,2025-05-18,Thon Buri,Website,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00530,2025-04-10,Bang Kapi,Field Office,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00531,2025-05-31,Khlong Toei,Mobile App,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,38,High,Voltage,Power Quality
CP00532,2025-05-23,Lat Phrao,Website,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00533,2025-05-17,Bang Kapi,Field Office,Government,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,6,Medium,Meter,Meter Service
CP00534,2025-04-05,Bang Kapi,Field Office,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00535,2025-05-01,Bang Khen,Website,Industrial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,Low,Meter,Meter Service
CP00536,2025-06-11,Bang Kho Laem,Website,Residential,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,28,High,Safety,Emergency Safety
CP00537,2025-05-25,Bang Khen,Mobile App,Commercial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,53,High,Outage,Field Operation
CP00538,2025-05-13,Bang Kho Laem,Line OA,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,Medium,Billing,Billing Service
CP00539,2025-05-13,Din Daeng,Website,Mixed,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Voltage,Power Quality
CP00540,2025-06-27,Lat Phrao,Mobile App,Mixed,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00541,2025-05-19,Bang Kapi,Line OA,Residential,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,32,Medium,Voltage,Power Quality
CP00542,2025-05-24,Khlong Toei,Mobile App,Industrial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,Medium,Meter,Meter Service
CP00543,2025-05-22,Khlong Toei,Line OA,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,48,Medium,Outage,Field Operation
CP00544,2025-05-21,Lat Phrao,Mobile App,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,41,High,Outage,Field Operation
CP00545,2025-04-14,Bang Khen,Call Center,Commercial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00546,2025-05-18,Bang Kho Laem,Call Center,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,72,Medium,Outage,Field Operation
CP00547,2025-05-05,Bang Kho Laem,Website,Commercial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,Medium,Meter,Meter Service
CP00548,2025-04-04,Phaya Thai,Line OA,Mixed,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,42,High,Safety,Emergency Safety
CP00549,2025-04-09,Din Daeng,Line OA,Mixed,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,29,Low,Billing,Billing Service
CP00550,2025-04-07,Lat Phrao,Call Center,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Meter,Meter Service
CP00551,2025-05-09,Khlong Toei,Field Office,Residential,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,Medium,Voltage,Power Quality
CP00552,2025-06-15,Bang Kho Laem,Call Center,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,101,High,Outage,Field Operation
CP00553,2025-04-10,Bang Khen,Call Center,Commercial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,28,Medium,Meter,Meter Service
CP00554,2025-05-09,Bang Kapi,Field Office,Industrial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,49,High,Safety,Emergency Safety
CP00555,2025-05-16,Khlong Toei,Line OA,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,27,High,Voltage,Power Quality
CP00556,2025-05-09,Khlong Toei,Field Office,Commercial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,Medium,Meter,Meter Service
CP00557,2025-04-15,Din Daeng,Field Office,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00558,2025-05-28,Thon Buri,Website,Government,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,Medium,Meter,Meter Service
CP00559,2025-06-21,Thon Buri,Call Center,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,87,Medium,Outage,Field Operation
CP00560,2025-04-23,Bang Khen,Call Center,Industrial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00561,2025-06-27,Din Daeng,Website,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,166,High,Outage,Field Operation
CP00562,2025-05-28,Bang Khen,Website,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,127,High,Outage,Field Operation
CP00563,2025-04-29,Bang Kho Laem,Call Center,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,81,High,Outage,Field Operation
CP00564,2025-05-29,Lat Phrao,Mobile App,Government,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,31,High,Safety,Emergency Safety
CP00565,2025-06-24,Bang Kapi,Website,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,High,Safety,Emergency Safety
CP00566,2025-06-08,Bang Kho Laem,Mobile App,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00567,2025-05-15,Khlong Toei,Mobile App,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Outage,Field Operation
CP00568,2025-06-22,Bang Kho Laem,Line OA,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,Low,Voltage,Power Quality
CP00569,2025-06-02,Bang Kho Laem,Field Office,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,129,Low,Outage,Field Operation
CP00570,2025-04-05,Bang Kho Laem,Website,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,15,Medium,Meter,Meter Service
CP00571,2025-05-16,Bang Kapi,Field Office,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Voltage,Power Quality
CP00572,2025-04-28,Bang Khen,Call Center,Government,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Meter,Meter Service
CP00573,2025-04-03,Lat Phrao,Line OA,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,152,Medium,Outage,Field Operation
CP00574,2025-05-05,Bang Kho Laem,Field Office,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Low,Voltage,Power Quality
CP00575,2025-05-25,Khlong Toei,Field Office,Industrial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,32,Low,Billing,Billing Service
CP00576,2025-05-19,Thon Buri,Mobile App,Residential,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,41,Medium,Meter,Meter Service
CP00577,2025-06-17,Bang Khen,Call Center,Residential,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00578,2025-06-11,Bang Kapi,Mobile App,Commercial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,High,Safety,Emergency Safety
CP00579,2025-06-24,Bang Kho Laem,Website,Government,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Medium,Meter,Meter Service
CP00580,2025-05-05,Din Daeng,Field Office,Government,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Low,Voltage,Power Quality
CP00581,2025-05-13,Khlong Toei,Call Center,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Medium,Billing,Billing Service
CP00582,2025-06-14,Lat Phrao,Field Office,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,Medium,Billing,Billing Service
CP00583,2025-06-03,Bang Kho Laem,Website,Industrial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,High,Safety,Emergency Safety
CP00584,2025-05-01,Phaya Thai,Line OA,Mixed,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,139,High,Outage,Field Operation
CP00585,2025-04-14,Khlong Toei,Line OA,Government,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,Low,Voltage,Power Quality
CP00586,2025-04-24,Din Daeng,Call Center,Residential,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,29,Medium,Meter,Meter Service
CP00587,2025-05-09,Bang Kapi,Call Center,Residential,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,48,Medium,Meter,Meter Service
CP00588,2025-04-14,Bang Khen,Mobile App,Government,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,18,Low,Meter,Meter Service
CP00589,2025-05-01,Khlong Toei,Field Office,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00590,2025-06-17,Thon Buri,Mobile App,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,61,Medium,Voltage,Power Quality
CP00591,2025-05-13,Din Daeng,Field Office,Commercial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,18,High,Safety,Emergency Safety
CP00592,2025-04-20,Din Daeng,Field Office,Industrial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Billing,Billing Service
CP00593,2025-04-25,Din Daeng,Line OA,Government,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,Low,Voltage,Power Quality
CP00594,2025-04-25,Khlong Toei,Mobile App,Industrial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,High,Safety,Emergency Safety
CP00595,2025-04-22,Lat Phrao,Line OA,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,High,Voltage,Power Quality
CP00596,2025-04-15,Khlong Toei,Website,Industrial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,6,High,Meter,Meter Service
CP00597,2025-06-05,Khlong Toei,Website,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Outage,Field Operation
CP00598,2025-04-21,Thon Buri,Line OA,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,58,Low,Outage,Field Operation
CP00599,2025-06-15,Bang Khen,Website,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,77,High,Outage,Field Operation
CP00600,2025-06-01,Bang Kho Laem,Line OA,Residential,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,198,Medium,Outage,Field Operation
CP00601,2025-04-20,Lat Phrao,Line OA,Mixed,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Voltage,Power Quality
CP00602,2025-04-17,Bang Kho Laem,Call Center,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,15,Medium,Voltage,Power Quality
CP00603,2025-06-16,Bang Khen,Website,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,112,Medium,Outage,Field Operation
CP00604,2025-06-18,Din Daeng,Website,Mixed,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,High,Safety,Emergency Safety
CP00605,2025-05-23,Din Daeng,Website,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,159,High,Outage,Field Operation
CP00606,2025-05-28,Bang Kho Laem,Field Office,Commercial,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Meter,Meter Service
CP00607,2025-04-29,Din Daeng,Website,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,26,Low,Billing,Billing Service
CP00608,2025-06-08,Bang Khen,Call Center,Industrial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,54,Medium,Meter,Meter Service
CP00609,2025-06-23,Lat Phrao,Website,Government,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,22,High,Meter,Meter Service
CP00610,2025-05-21,Thon Buri,Call Center,Residential,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,38,High,Safety,Emergency Safety
CP00611,2025-05-13,Phaya Thai,Line OA,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,1,High,Safety,Emergency Safety
CP00612,2025-05-06,Lat Phrao,Field Office,Commercial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,High,Safety,Emergency Safety
CP00613,2025-05-01,Din Daeng,Website,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,99,Medium,Outage,Field Operation
CP00614,2025-04-19,Bang Kho Laem,Mobile App,Mixed,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Medium,Voltage,Power Quality
CP00615,2025-04-03,Bang Khen,Call Center,Residential,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,37,Medium,Outage,Field Operation
CP00616,2025-04-08,Din Daeng,Field Office,Commercial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,5,Low,Billing,Billing Service
CP00617,2025-06-28,Phaya Thai,Website,Government,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00618,2025-04-26,Din Daeng,Field Office,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00619,2025-06-23,Lat Phrao,Website,Government,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,7,High,Safety,Emergency Safety
CP00620,2025-05-26,Lat Phrao,Website,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00621,2025-04-11,Lat Phrao,Line OA,Industrial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,Low,Meter,Meter Service
CP00622,2025-05-23,Bang Khen,Line OA,Residential,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,High,Safety,Emergency Safety
CP00623,2025-05-01,Bang Kho Laem,Mobile App,Government,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,47,High,Safety,Emergency Safety
CP00624,2025-06-29,Thon Buri,Website,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00625,2025-06-20,Khlong Toei,Field Office,Mixed,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,189,High,Outage,Field Operation
CP00626,2025-04-24,Bang Kapi,Mobile App,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,Medium,Voltage,Power Quality
CP00627,2025-05-03,Thon Buri,Line OA,Mixed,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,122,High,Outage,Field Operation
CP00628,2025-05-03,Bang Khen,Website,Residential,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,1,High,Voltage,Power Quality
CP00629,2025-04-30,Bang Khen,Website,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,127,High,Outage,Field Operation
CP00630,2025-06-16,Thon Buri,Field Office,Commercial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,Medium,Voltage,Power Quality
CP00631,2025-06-02,Bang Kho Laem,Website,Mixed,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,High,Safety,Emergency Safety
CP00632,2025-04-25,Phaya Thai,Mobile App,Residential,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,High,Meter,Meter Service
CP00633,2025-06-06,Thon Buri,Website,Mixed,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,22,High,Billing,Billing Service
CP00634,2025-06-01,Din Daeng,Call Center,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,97,High,Outage,Field Operation
CP00635,2025-04-11,Phaya Thai,Line OA,Industrial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00636,2025-05-31,Bang Kho Laem,Line OA,Industrial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00637,2025-04-29,Bang Kapi,Call Center,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,High,Billing,Billing Service
CP00638,2025-06-01,Phaya Thai,Line OA,Commercial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,High,Safety,Emergency Safety
CP00639,2025-05-18,Din Daeng,Mobile App,Industrial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00640,2025-05-05,Bang Khen,Call Center,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,34,Low,Voltage,Power Quality
